Seq,PassOrFail,Injection_Time,Filling_Time,Plasticizing_Time,Plasticizing_Position,Max_Injection_Speed,Max_Screw_RPM,Max_Switch_Over_Pressure,Max_Back_Pressure,Hopper_Temperature
753,1,1.070000052,0.94255302,13.1325532,53.60765821,127.3489399,30.82552959,118.6510601,57.79999924,64.29575818
2710,1,9.571543178,4.461543447,16.91536963,68.83999634,55.48456576,30.68456623,136.6000061,37.26173831,67.20804051
5516,0,9.600000381,4.480000019,16.52000046,68.34999847,54.90000153,30.79999924,136.8999939,38.40000153,64.80000305
7610,0,1.059999943,0.930000007,12.97000027,53.58000183,128.3000031,30.89999962,116.3000031,55.90000153,66.59999847
4843,0,9.550000191,4.440000057,16.94000053,68.48999786,55.59999847,30.79999924,136.1999969,37.40000153,68.59999847
5514,0,1.059999943,0.939999998,12.96000004,53.56999969,128.1999969,30.79999924,116.3000031,55.79999924,66.5
1800,0,9.529999733,4.409999847,16.81999969,68.25,55.79999924,30.5,136,37.79999924,67.5
7278,1,9.595753269,4.477876463,16.91362941,68.83999634,55.3212348,30.75752932,136.7575335,37.52123475,67.01235383
6287,0,9.520000458,4.409999847,16.80999947,68.26000214,55.90000153,30.70000076,136.1999969,37.90000153,67.19999695
4447,1,1.059999943,0.930487015,12.94243463,53.57951472,128.3951243,30.99025979,115.8243535,55.90487154,65.91461156
1947,0,9.550000191,4.440000057,16.88999939,68.48999786,55.5,30.60000038,136.1999969,37.70000076,68
1245,1,1.070000052,0.949716289,13.13971664,53.6291499,127.2056711,30.89716261,118.7971659,57.79148828,63.66879378
5036,1,1.076890869,0.946890814,13.14378142,53.61378043,127.1932747,30.86890773,118.9445396,57.86890904,64.63781435
601,0,9.510000229,4.389999866,16.81999969,68.26000214,56,30.39999962,136.3999939,37.29999924,66.59999847
4167,0,9.590000153,4.46999979,16.57999992,68.36000061,55,30.70000076,136.3999939,37.79999924,65.09999847
2694,0,9.609999657,4.489999771,16.86000061,68.58999634,55.40000153,30.79999924,136.6999969,38.20000076,67.5
186,1,9.449999809,4.329999924,16.93994173,68.83999634,60.83372244,30.86686008,136.8668575,36.56511432,67.33139417
5235,0,9.590000153,4.46999979,16.60000038,68.33999634,55,30.79999924,136.8000031,38,65.09999847
1431,0,9.579999924,4.460000038,16.60000038,68.33999634,55.09999847,30.79999924,136.5,37.90000153,66.5
839,1,1.059999943,0.939999998,12.90714887,53.59000015,128.1238342,30.89999962,116.3761716,56.02850782,64.67149004
3364,1,10.26988425,5.159884431,16.62890215,68.59976981,48.03583881,30.8364169,140.2618495,57.864166,64.59075092
1910,0,1.059999943,0.939999998,12.88000011,53.61000061,128.1999969,30.79999924,116.4000015,56.29999924,64.80000305
6339,0,9.600000381,4.489999771,16.73999977,68.58000183,55.29999924,30.5,136.6000061,37.79999924,64.69999695
6176,0,9.579999924,4.460000038,16.62999916,68.34999847,55.20000076,31,136.3999939,37.79999924,65.19999695
6033,1,9.562539112,4.452538542,16.92253885,68.83999634,55.75768732,30.88307495,136.2592334,37.11692331,67.21847198
4302,0,9.619999886,4.5,16.82999992,68.58999634,55.29999924,30.70000076,136.8999939,38.29999924,65.59999847
1917,1,1.059999943,0.938688884,12.93393362,53.58737786,128.2131089,30.89999962,116.2606692,55.79999924,64.96555728
170,1,9.565199723,4.450399408,16.92000008,68.83999634,55.64400922,30.70000076,136.3599901,37.103994,67.29201199
6846,1,1.059999943,0.938204358,12.94256974,53.56179671,128.3179578,30.89999962,116.1640847,55.86408855,66.19999695
4741,0,9.569999695,4.449999809,16.95999908,68.84999847,55.59999847,30.60000038,136.3000031,36.79999924,66.59999847
6283,0,9.590000153,4.480000019,16.88999939,68.58000183,55.5,30.70000076,136.8000031,37.59999847,67.40000153
2509,1,1.059999943,0.937893539,12.93421312,53.58578713,128.2210628,30.87893493,116.3000031,55.79999924,65.08958335
3230,1,9.441130762,4.329999924,16.92113126,68.85773782,60.81131105,30.72262374,136.9886878,36.47737681,67
2019,0,9.510000229,4.400000095,17.09000015,68.48999786,56.5,30.79999924,136.1000061,37.90000153,69.80000305
5944,1,1.059999943,0.937979155,12.91010388,53.56999969,128.3000031,30.79999924,116.3000031,55.87979262,65.95958373
1935,1,9.59401747,4.477008564,16.91102571,68.83999634,55.32991379,30.74017184,136.7401762,37.52991341,67.09914176
6959,1,1.059999943,0.939999998,12.9183579,53.59000015,128.0054743,30.89452561,116.694523,56.38905352,63.24379259
6651,0,9.569999695,4.449999809,16.94000053,68.51000214,55.40000153,30.5,136.8999939,37.70000076,68.5
118,0,9.539999962,4.429999828,16.81999969,68.25,55.59999847,30.5,136.5,37.79999924,67.5
7779,0,1.059999943,0.930000007,12.90999985,53.56000137,128.3000031,30.79999924,116,55.90000153,66
4675,1,1.059999943,0.939999998,12.91492258,53.58644041,128.0644006,30.79999924,116.5999985,56.30681056,64.17801678
7027,0,9.600000381,4.480000019,16.57999992,68.33000183,54.90000153,30.79999924,137,38.09999847,65.40000153
3430,1,1.059999943,0.93840222,12.90639073,53.57159782,128.3000031,30.81597709,116.3000031,55.88402337,65.95206614
58,0,9.529999733,4.409999847,17.01000023,68.51000214,56.20000076,30.79999924,136.3000031,38.40000153,69
5369,0,9.539999962,4.420000076,17.04000092,68.48999786,56.20000076,31,136.6000061,38.5,69.5
3405,0,9.5,4.380000114,16.79999924,68.25,56.20000076,30.60000038,135.8000031,37,66.5
1109,0,9.619999886,4.5,16.89999962,68.58000183,55.20000076,30.60000038,137.3000031,38.20000076,67.80000305
6189,0,9.619999886,4.5,16.78000069,68.58000183,55.09999847,30.60000038,136.8999939,38.09999847,66.19999695
6358,1,1.059999943,0.933009488,12.90902828,53.58097207,128.3000031,30.83009419,116.1300929,56.10971647,66.61943218
1742,0,9.5,4.389999866,16.79999924,68.26000214,56.09999847,30.70000076,135.8000031,37.59999847,68
393,0,9.529999733,4.409999847,16.79000092,68.25,55.70000076,30.5,136.3999939,37.5,66.80000305
228,1,9.576204785,4.463102435,16.90930725,68.84689534,55.5,30.53102486,136.5310266,37.53102427,67.71385356
6278,0,1.059999943,0.939999998,12.92000008,53.59000015,128.1000061,30.79999924,116.5999985,56.29999924,65.80000305
5245,0,9.590000153,4.480000019,16.54999924,68.33999634,54.90000153,30.70000076,136.8999939,38.40000153,65.09999847
6805,0,9.510000229,4.400000095,16.76000023,68.26000214,55.79999924,30.60000038,135.8999939,37.40000153,66.40000153
7177,1,1.059999943,0.939999998,12.90286109,53.59000015,128.1321551,30.89999962,116.5713913,56.13923973,65.03569565
4437,1,1.059999943,0.937473534,12.93757964,53.56758046,128.3000031,30.87473486,116.1494684,55.9252658,66.14946839
6150,1,11.85037413,6.730374242,16.73103286,68.58999634,43.84817243,30.55690105,144.6741736,42.63784465,64.31896983
6748,1,1.080000043,0.949999988,13.1606617,53.61999893,127.1533069,30.89999962,119.0466901,57.90000153,64.16690707
5445,0,9.590000153,4.46999979,16.93000031,68.83999634,55.5,30.89999962,136.5,37.29999924,67.30000305
4046,1,1.059999943,0.939999998,12.89049782,53.59000015,128.0983477,30.80165752,116.6016567,56.20331734,63.98673376
5781,1,9.579074834,4.469074678,16.92953774,68.83999634,55.51387666,30.89999962,136.3907429,37.48149767,67.00462549
3384,1,11.75918639,6.639186508,16.73583223,68.58999634,44.16492965,30.54250303,144.5541898,42.90660853,64.31417055
5284,1,9.449999809,4.329999924,16.94227672,68.83999634,60.81815509,30.8590764,136.8590746,36.62738342,67.40923062
3878,0,9.619999886,4.510000229,16.82999992,68.58000183,55.20000076,30.60000038,137.1999969,38.20000076,66
5202,0,9.5,4.389999866,16.81999969,68.25,56.09999847,30.60000038,135.8999939,37.29999924,66.59999847
2974,0,9.579999924,4.460000038,16.92000008,68.5,55.29999924,30.60000038,137.1999969,38,69
6689,1,1.059999943,0.931121776,12.93887789,53.57775824,128.3000031,30.89999962,116.2887847,55.8112172,65.75608546
7513,0,1.059999943,0.939999998,12.93000031,53.58000183,128.1999969,30.79999924,116.4000015,56.20000076,64
74,1,1.059999943,0.939999998,12.88749385,53.59250617,128.0749402,30.79999924,116.6501283,56.32532248,64
3481,0,9.569999695,4.449999809,16.90999985,68.48999786,55.40000153,30.60000038,136.6999969,37.90000153,68.40000153
5820,1,9.979999542,4.869999886,16.53000069,68.61000061,49.40000153,30.70000076,139,50.59999847,65
7250,1,1.059999943,0.939999998,12.9417007,53.56334444,128.2832871,30.89999962,116.2167129,55.90000153,66.25014224
1707,0,1.059999943,0.930000007,13.02000046,53.56000137,128.3999939,30.89999962,116.0999985,55.70000076,65.80000305
3950,1,1.059999943,0.930000007,12.9394513,53.57756991,128.3243149,30.74862859,115.9243152,55.62431309,66.65411724
1371,0,9.569999695,4.460000038,16.88999939,68.5,55.29999924,30.5,136.6999969,38,69.30000305
6686,0,9.520000458,4.409999847,16.87000084,68.26999664,56,30.60000038,136.1000061,37.5,66.80000305
2863,0,9.550000191,4.429999828,16.80999947,68.25,55.59999847,30.60000038,136.6999969,37.79999924,67.09999847
6860,0,9.539999962,4.429999828,17.12999916,68.48999786,56.09999847,30.89999962,136.6999969,38.20000076,69.40000153
7708,1,9.979999542,4.869999886,16.53000069,68.61000061,49.40000153,30.70000076,139,50.59999847,65
6676,1,13.39000034,8.270000458,16.64999962,68.58999634,38.5,30.79999924,146.6999969,38.09999847,64.40000153
5000,0,9.569999695,4.449999809,16.55999947,68.33000183,55.20000076,30.89999962,136.3999939,37.90000153,65.30000305
585,1,1.059999943,0.939999998,12.9152841,53.59000015,128.1509485,30.89999962,116.3490552,55.94715757,64.75284132
6137,1,1.059999943,0.939999998,12.900203,53.5949486,128,30.85050669,116.7494927,56.54847935,63.59594227
4732,1,9.636285914,4.516285724,16.75671397,68.74928199,54.57428444,30.69114229,137.0177142,37.89914258,65.96542993
1457,0,9.600000381,4.480000019,16.57999992,68.36000061,55,30.70000076,136.6999969,38.40000153,64.5
1240,1,9.560185755,4.450185162,16.91962937,68.84018173,55.79443878,30.89258567,136.2055575,37.10741246,67.11482645
7567,0,1.059999943,0.930000007,12.90999985,53.56999969,128.3999939,30.79999924,115.5999985,55.40000153,65.40000153
4448,1,9.678560669,4.558560681,16.49358263,68.54068695,53.66446687,30.52143934,137.2713603,38.53568085,64.67151476
1558,0,9.569999695,4.460000038,16.92000008,68.58000183,55.79999924,30.70000076,136.3000031,37.5,67.09999847
1053,1,1.073256866,0.949999988,13.14325692,53.62674356,127.1674293,30.89999962,118.8977061,57.83256815,64.02568117
1069,1,1.070000052,0.948483894,13.13848421,53.62545239,127.2303196,30.8848386,118.7848412,57.75451648,63.53322989
5686,0,9.56000042,4.440000057,16.55999947,68.33000183,55.29999924,30.70000076,136.1000061,37.70000076,64.90000153
1949,1,9.581364109,4.471364182,16.92841065,68.84431518,55.38635802,30.61364198,136.7272796,37.38635802,68.24092529
761,0,9.5,4.380000114,16.80999947,68.25,56.09999847,30.70000076,136,37.09999847,67.80000305
6571,1,1.075090311,0.949999988,13.155271,53.62490972,127.1999969,30.89999962,118.9018068,57.85090304,63.70000076
5428,1,9.573413537,4.463413718,16.90975855,68.83999634,55.46586288,30.66586299,136.6000061,37.33655055,67.33896353
2269,1,1.059999943,0.937837929,12.8964865,53.59135082,128.0648628,30.87837883,116.6702775,56.01351616,65.52972541
1248,0,9.569999695,4.449999809,16.90999985,68.48000336,55.40000153,30.60000038,136.6000061,37.70000076,68.40000153
587,0,9.529999733,4.409999847,17.05999947,68.48000336,56.20000076,31.10000038,136.1999969,37.90000153,68.59999847
5634,0,9.579999924,4.46999979,16.89999962,68.83999634,55.5,30.79999924,136.3000031,37.5,67.19999695
1530,1,1.079808846,0.949808792,13.16923529,53.61961653,127.203821,30.89808764,118.9923521,57.89808952,63.71529648
3840,0,9.529999733,4.409999847,16.79999924,68.25,55.70000076,30.39999962,136.6999969,37.79999924,67.59999847
2808,0,1.059999943,0.930000007,12.94999981,53.59000015,128.3000031,30.70000076,116.1999969,55.70000076,66.5
531,0,9.550000191,4.429999828,17.10000038,68.5,56,30.60000038,136.6999969,38.40000153,69.40000153
3501,0,9.510000229,4.400000095,16.81999969,68.25,56,30.5,136.3000031,37.29999924,66.59999847
464,0,9.579999924,4.460000038,16.52000046,68.33999634,55.09999847,30.89999962,136.6000061,38,64.80000305
2114,0,9.600000381,4.480000019,16.57999992,68.33000183,54.90000153,30.60000038,136.6999969,38.40000153,64.40000153
5919,1,1.059999943,0.935342642,12.96260168,53.56465795,128.3465724,30.89999962,116.1068512,55.80685397,66.19999695
165,1,1.059999943,0.939999998,12.95654385,53.58086573,128,30.80863976,116.6086388,56.49135964,64.38767371
2409,1,1.059999943,0.934471387,12.94658601,53.57658655,128.3000031,30.84471325,116.0894263,55.95528684,66.08942631
3953,0,9.579999924,4.460000038,16.88999939,68.58000183,55.59999847,30.60000038,136.5,37.59999847,67.40000153
1559,0,1.059999943,0.939999998,12.88000011,53.58000183,128.1000061,30.89999962,116.6999969,56.5,63
3403,0,9.520000458,4.400000095,16.87000084,68.23999786,55.79999924,30.70000076,136.5,37.40000153,67.5
1416,1,1.059999943,0.930495616,12.95702636,53.57099094,128.3851262,30.99504389,115.924782,55.52973648,65.17026047
3819,1,9.579999924,4.464296546,16.94140734,68.85140555,55.5,30.89999962,136.4570312,37.27186369,67.45627261
2649,0,9.579999924,4.460000038,16.63999939,68.31999969,55.09999847,30.89999962,136.6999969,37.79999924,65.80000305
2321,1,12.44130074,7.32130085,16.69993135,68.58999634,41.79548109,30.65020499,145.4517084,40.89616604,64.35007074
3234,0,9.590000153,4.46999979,16.88999939,68.58000183,55.59999847,30.5,136.6000061,37.59999847,67.30000305
120,1,13.39000034,8.270000458,16.64999962,68.58999634,38.5,30.79999924,146.6999969,38.09999847,64.40000153
497,1,9.979999542,4.869999886,16.53000069,68.61000061,49.40000153,30.70000076,139,50.59999847,65
3132,1,9.579999924,4.46999979,16.92542029,68.83999634,55.48855041,30.86565041,136.4228948,37.51144959,67.09159847
5031,1,10.82999992,5.71999979,16.81999969,68.58000183,45.40000153,31.10000038,142.6999969,71.90000153,63.79999924
5957,1,1.059999943,0.933415218,12.94975449,53.57683028,128.3316907,30.96584773,116.0366106,55.60245617,65.09754208
6476,1,9.581900864,4.47190073,16.90140503,68.83999634,55.38099212,30.61900942,136.6570307,37.54297172,67.93306524
2523,1,1.059999943,0.932504495,12.93996413,53.57751286,128.2248676,30.87495462,116.20036,56.02540374,65.0493725
7753,0,9.590000153,4.46999979,16.56999969,68.33999634,55,30.79999924,136.6999969,38.40000153,66.30000305
526,0,9.600000381,4.480000019,16.63999939,68.33000183,54.90000153,30.89999962,137,38,65
3452,1,9.573269335,4.46163478,16.90490408,68.84836334,55.5,30.51634789,136.5163488,37.51634758,67.80191482
6121,0,9.579999924,4.46999979,16.62999916,68.34999847,55.20000076,30.79999924,136.6000061,37.79999924,63.70000076
1593,0,9.590000153,4.480000019,16.62000084,68.33000183,55,30.60000038,136.8999939,37.90000153,65.5
687,0,9.579999924,4.460000038,16.59000015,68.34999847,55.20000076,30.79999924,136.3000031,38.20000076,65.40000153
4067,1,1.073694231,0.949999988,13.15108279,53.6263061,127.1999969,30.89999962,118.8738856,57.8369419,63.70000076
2407,1,1.059999943,0.939999998,12.8922122,53.57519147,128.2480872,30.82595764,116.3778768,56.10766778,65.76637485
4886,1,1.059999943,0.930000007,12.9389953,53.57762692,128.3237449,30.7474886,115.9237452,55.62374307,66.65753727
4785,1,1.059999943,0.930000007,12.95741612,53.5712919,128.3000031,30.89999962,116.0387583,55.79999924,65.43875888
455,1,1.059999943,0.938320377,12.93167981,53.56336069,128.3000031,30.89999962,116.2167942,55.88320492,66.11601586
1729,0,9.619999886,4.5,16.89999962,68.58000183,55.20000076,30.60000038,137.3000031,38.20000076,67.80000305
4085,0,9.520000458,4.409999847,16.85000038,68.25,55.90000153,30.39999962,136.3999939,37.59999847,67.40000153
3213,1,9.583089594,4.46999979,16.90235807,68.83999634,55.43089705,30.60000038,136.6000061,37.59999847,67.64552307
927,0,1.059999943,0.939999998,12.96000004,53.59000015,128.3000031,30.79999924,116.4000015,55.90000153,65.69999695
109,0,9.609999657,4.489999771,16.54999924,68.33999634,54.70000076,30.60000038,137.1000061,38.40000153,65.40000153
6073,1,1.080000043,0.949999988,13.163299,53.61329914,127.1329888,30.83299015,119.0670082,57.76598259,64.30308216
1201,0,9.510000229,4.400000095,16.81999969,68.25,55.90000153,30.60000038,136.1999969,37.59999847,67.40000153
3025,1,11.48999977,6.369999886,16.75,68.58999634,45.09999847,30.5,144.1999969,43.70000076,64.30000305
5371,0,9.579999924,4.460000038,16.86000061,68.58000183,55.59999847,30.60000038,136.5,37.59999847,67.59999847
5248,1,1.059999943,0.930000007,12.97776115,53.5672203,128.3721979,30.87220093,116.0555963,55.70000076,66.14440063
4524,1,1.059999943,0.939999998,12.93451436,53.58637219,128,30.86371372,116.6637117,56.43628673,63.6717153
6806,1,1.059999943,0.930977676,12.95706705,53.58706726,128.3000031,30.80977597,116.0195531,55.99022345,66.0195531
364,0,9.510000229,4.389999866,16.81999969,68.26000214,56,30.60000038,135.6000061,37.40000153,66.59999847
1873,1,1.059999943,0.939999998,12.89000034,53.59000015,128.1000061,30.89999962,116.570628,56.4940551,65.29405681
1049,0,9.579999924,4.46999979,16.90999985,68.84999847,55.5,30.89999962,136.6999969,37.29999924,67
765,0,9.579999924,4.46999979,16.54999924,68.33999634,55,30.79999924,136.8000031,38.40000153,65.30000305
7862,0,9.56000042,4.440000057,16.97999954,68.48000336,55.79999924,30.89999962,136.5,38.59999847,67.59999847
1382,1,1.059999943,0.939999998,12.96899051,53.56649871,128.3000031,30.83501512,116.2649852,55.96498479,66.19999695
1950,1,9.699999809,4.579999924,16.46999931,68.58999634,53.29999924,30.5,137.3999939,38.59999847,64.5
3586,1,9.577587693,4.467587362,16.93758791,68.83999634,55.5068754,30.78275076,136.6103685,37.21724846,67.92074611
7913,1,9.979999542,4.869999886,16.53000069,68.61000061,49.40000153,30.70000076,139,50.59999847,65
6666,0,1.059999943,0.939999998,12.93999958,53.56999969,128.1000061,30.89999962,116.4000015,56,65.69999695
88,0,9.600000381,4.489999771,16.57999992,68.33999634,54.79999924,30.70000076,137.1000061,38.40000153,65.59999847
4262,0,9.579999924,4.46999979,16.62999916,68.34999847,55.20000076,30.79999924,136.6000061,37.79999924,63.70000076
7282,0,1.059999943,0.939999998,12.90999985,53.58000183,128.1999969,30.89999962,116.4000015,55.79999924,67
2608,0,9.5,4.380000114,16.80999947,68.26000214,56.20000076,30.70000076,135.6999969,37.09999847,67.19999695
707,0,1.059999943,0.939999998,12.92000008,53.58000183,128.1000061,30.70000076,116.5,56,64.19999695
7543,0,9.619999886,4.510000229,16.87999916,68.58999634,55.09999847,30.60000038,137.1999969,38.20000076,67.30000305
2976,1,11.48999977,6.369999886,16.75,68.58999634,45.09999847,30.5,144.1999969,43.70000076,64.30000305
7812,0,9.590000153,4.46999979,16.55999947,68.33000183,54.90000153,30.79999924,136.6999969,38.20000076,65.09999847
1891,0,9.569999695,4.449999809,16.92000008,68.83999634,55.59999847,31,136.3000031,37.09999847,67.09999847
4627,1,9.590251585,4.478090325,16.8227636,68.78597616,55.25979749,30.81356742,136.4592931,37.42411952,66.53818899
360,0,9.590000153,4.46999979,16.93000031,68.5,55.09999847,30.89999962,136.8000031,38,68.19999695
654,0,9.489999771,4.380000114,16.84000015,68.26000214,56.29999924,30.70000076,135.8999939,37.09999847,68
282,0,9.569999695,4.449999809,16.62000084,68.33000183,55.29999924,30.79999924,136.3999939,38,64.69999695
1441,1,1.059999943,0.939999998,12.97341933,53.57734321,128.2265791,30.87341895,116.3000031,55.90000153,66.36709715
7878,1,1.059999943,0.935779793,13,53.57578072,128.2843998,30.89999962,116.1733955,55.81559704,66.37339247
7421,0,1.059999943,0.939999998,12.89999962,53.59000015,128.1000061,30.79999924,116.4000015,56.20000076,65.80000305
2548,1,1.059999943,0.939999998,12.91911454,53.5902215,128,30.89778578,116.7022109,56.40664301,63.21771141
907,0,9.569999695,4.460000038,16.94000053,68.83000183,55.59999847,30.70000076,136.6999969,37,67.09999847
5074,1,13.39000034,8.270000458,16.64999962,68.58999634,38.5,30.79999924,146.6999969,38.09999847,64.40000153
1849,0,9.510000229,4.400000095,16.81999969,68.26000214,56,30.70000076,136,37.59999847,67.59999847
6064,1,1.059999943,0.930000007,12.97800411,53.56999969,128.3999939,30.95498961,115.9450111,55.59002079,65.65009916
5670,0,9.550000191,4.429999828,16.87999916,68.48999786,55.59999847,30.70000076,136.1000061,37.5,68.30000305
4816,0,9.510000229,4.400000095,16.86000061,68.25,55.90000153,30.70000076,136.1999969,37.40000153,67.59999847
7264,1,9.449999809,4.329999924,16.93314787,68.83999634,60.87901682,30.88950727,136.8895025,36.38393765,67.10492311
1695,1,9.979999542,4.869999886,16.53000069,68.61000061,49.40000153,30.70000076,139,50.59999847,65
2107,0,9.600000381,4.489999771,16.64999962,68.33000183,54.90000153,30.89999962,136.8000031,38.29999924,66.09999847
4772,1,9.43999958,4.329999924,16.92000008,68.86000061,60.79999924,30.70000076,137,36.5,67
5140,0,1.059999943,0.930000007,12.89000034,53.56999969,128.3000031,30.70000076,115.9000015,55.40000153,66.19999695
6777,0,9.600000381,4.480000019,16.64999962,68.33999634,55,30.79999924,136.8999939,38.40000153,65.5
5141,0,9.550000191,4.429999828,17.01000023,68.48999786,56,30.70000076,136.3999939,38.20000076,67.69999695
4837,1,13.39000034,8.270000458,16.64999962,68.58999634,38.5,30.79999924,146.6999969,38.09999847,64.40000153
6869,1,9.589011074,4.476938416,16.82675098,68.78819137,55.28194957,30.81711175,136.4486602,37.41082827,66.56122714
272,1,10.28678433,5.174752937,16.57469766,68.60593637,48.52637549,30.65936687,140.0564766,49.1981349,64.85778253
1196,0,1.059999943,0.939999998,12.92000008,53.59000015,128,30.79999924,116.8000031,56.5,64
4043,1,9.629384154,4.509383932,16.54767741,68.42758242,54.50047279,30.57061633,136.976304,38.38815083,65.06493063
7353,0,9.5,4.389999866,16.80999947,68.25,56.09999847,30.70000076,136,37.40000153,67.30000305
7133,0,9.600000381,4.480000019,16.75,68.58000183,55.40000153,30.39999962,136.3999939,37.70000076,65
4890,1,9.585911689,4.46999979,16.93000031,68.83999634,55.5,30.72265118,136.5182337,37.55911539,67.17735069
4749,0,9.579999924,4.46999979,16.93000031,68.5,55.20000076,30.60000038,136.8999939,38.09999847,68.5
2603,0,9.510000229,4.389999866,16.82999992,68.25,56.09999847,30.60000038,135.6999969,37.59999847,66.80000305
5938,0,9.590000153,4.480000019,16.87999916,68.83000183,55.40000153,30.70000076,136.8999939,37.5,67
1718,0,1.059999943,0.930000007,12.97000027,53.58000183,128.3999939,30.89999962,116.0999985,56.09999847,66.09999847
5327,1,10.82999992,5.71999979,16.81999969,68.58000183,45.40000153,31.10000038,142.6999969,71.90000153,63.79999924
7761,1,9.446399915,4.329999924,16.92640041,68.8471975,60.86400259,30.8280038,136.9359942,36.37199574,67
2861,0,9.590000153,4.46999979,16.61000061,68.33000183,55.09999847,30.89999962,136.8000031,38.40000153,66.09999847
4712,0,9.56000042,4.440000057,17,68.48999786,55.79999924,30.70000076,136.6999969,38.5,67.59999847
3684,1,9.621284116,4.501283855,16.55658755,68.40895257,54.63817428,30.57871644,136.9277042,38.36385064,65.12973155
5176,1,9.449999809,4.329999924,16.93801052,68.83999634,60.84659774,30.87329772,136.8732945,36.51361337,67.26701792
1085,1,1.059999943,0.930000007,12.9207161,53.5848219,128.3517896,30.90358215,115.9446271,56.04462738,66.33388091
2815,0,9.579999924,4.46999979,16.87999916,68.84999847,55.5,30.89999962,136.5,37.40000153,67.09999847
3159,0,9.529999733,4.420000076,17.04999924,68.48000336,56.20000076,30.79999924,136.1000061,37.79999924,68.09999847
3824,0,1.059999943,0.930000007,13.02000046,53.56000137,128.3999939,30.79999924,116.0999985,55.70000076,65.5
752,1,1.059999943,0.939999998,12.89000034,53.59000015,128.1000061,30.89999962,116.6466753,56.37998276,65.17998302
119,0,9.600000381,4.489999771,16.60000038,68.33000183,54.79999924,30.60000038,136.8999939,38,64.69999695
6244,0,9.520000458,4.400000095,16.82999992,68.25,56,30.39999962,136.1999969,37.20000076,67.09999847
4747,1,9.586961361,4.46999979,16.91784514,68.83999634,55.46961324,30.60000038,136.6000061,37.59999847,67.45193915
5351,1,1.059999943,0.937082436,12.95042316,53.56291845,128.329176,30.89999962,116.1416466,55.84165002,66.19999695
3411,1,9.576055147,4.466055201,16.89394417,68.84394187,55.43944779,30.56055336,136.5605568,37.56055221,67.83944932
5684,1,9.597144119,4.478571888,16.91571568,68.83999634,55.31428055,30.77143743,136.7714415,37.51428077,66.94281289
5102,0,9.569999695,4.460000038,16.93000031,68.48999786,55.29999924,30.79999924,136.6000061,37.70000076,69
3289,1,1.059999943,0.939999998,12.90824498,53.59293844,128,30.87061175,116.7293865,56.48816458,63.43510262
3675,0,9.590000153,4.480000019,16.61000061,68.33999634,55.09999847,30.79999924,136.6999969,37.90000153,65.19999695
2213,0,9.520000458,4.409999847,16.81999969,68.26000214,55.90000153,30.5,136.5,37.70000076,67.09999847
2410,0,9.529999733,4.420000076,16.81999969,68.25,55.79999924,30.60000038,136.5,37.70000076,66.5
4845,1,1.059999943,0.934071626,12.97628651,53.57407219,128.3185627,30.95928362,116.0628671,55.66286553,65.72930915
5292,1,10.31529506,5.205295215,16.64439519,68.59816714,47.82214097,30.85778667,140.4595198,59.00210712,64.52664153
3273,1,1.059999943,0.939999998,12.9468005,53.56480156,128.2760012,30.89999962,116.2239988,55.90000153,66.27199883
2440,0,9.600000381,4.480000019,16.54999924,68.33000183,54.90000153,30.79999924,136.8999939,38.29999924,65.30000305
6078,1,9.43999958,4.329999924,16.92000008,68.86000061,60.79999924,30.70000076,137,36.5,67
1671,1,9.578250395,4.468250345,16.92475172,68.8417462,55.5,30.83002014,136.4174898,37.5,67.15745423
1543,1,9.449999809,4.329999924,16.95999908,68.83999634,60.70000076,30.79999924,136.8000031,37.09999847,68
7025,0,9.539999962,4.420000076,16.95000076,68.51000214,56.09999847,30.79999924,136.3999939,38.40000153,67.30000305
3468,1,1.059999943,0.930000007,12.95653339,53.56999969,128.3000031,30.86533385,116.103998,55.79999924,65.53866461
7533,0,9.569999695,4.449999809,16.92000008,68.5,55.5,30.70000076,136.6999969,37.79999924,67.40000153
7831,1,9.59018456,4.470184198,16.9298159,68.83999634,55.49631192,30.60368843,136.6036941,37.59815447,67.29078289
7230,1,9.979999542,4.869999886,16.53000069,68.61000061,49.40000153,30.70000076,139,50.59999847,65
3376,0,1.059999943,0.939999998,12.94999981,53.59000015,128,30.79999924,116.8000031,56.40000153,65.30000305
4140,1,9.571450061,4.461449632,16.93145008,68.83999634,55.60917019,30.82366843,136.4671565,37.17633039,67.6343204
3147,1,9.563396528,4.452546911,16.92000008,68.83999634,55.75754784,30.89150931,136.2509391,37.13395972,67.07452803
5372,0,9.539999962,4.420000076,16.78000069,68.25,55.70000076,30.5,136.5,37.90000153,66.69999695
7372,0,9.640000343,4.519999981,16.72999954,68.58000183,55,30.60000038,137,38.20000076,64.80000305
2319,0,9.5,4.380000114,16.80999947,68.26000214,56.20000076,30.60000038,135.8000031,37.29999924,67.59999847
3392,1,1.059999943,0.939961628,12.89026893,53.58992341,128.1007735,30.80038293,116.5976963,56.19846598,64.00537174
547,1,1.059999943,0.939999998,12.89000034,53.59000015,128.1000061,30.89999962,116.5388823,56.54167434,65.34167665
3417,0,9.609999657,4.5,16.89999962,68.58000183,55.29999924,30.5,137.3000031,38,68.09999847
7377,0,9.520000458,4.409999847,16.79999924,68.25,55.90000153,30.60000038,136,37.59999847,67.40000153
1444,0,9.619999886,4.510000229,16.78000069,68.58000183,55.09999847,30.5,137,38.20000076,66
